CID,BDATE,GEN
NASAW00019356,10-05-1982,Male
NASAW00019357,25-05-1985,Male
NASAW00019358,16-12-1983,Male
NASAW00019359,16-02-1969,Male
NASAW00019360,01-10-1968,Female
NASAW00019361,24-03-1969,Female
NASAW00019362,09-08-1974,Male
NASAW00019363,02-12-1967,Female
NASAW00019364,16-10-1973,Male
NASAW00019365,31-12-1967,Male
NASAW00019366,01-10-1967,Female
NASAW00019367,14-02-1984,Male
NASAW00019368,23-09-1983,Female
NASAW00019369,30-09-1983,Male
NASAW00019370,22-12-1982,Male
NASAW00019371,05-12-1982,Male
NASAW00019372,16-12-1981,Female
NASAW00019373,12-03-1982,Female
NASAW00019374,29-09-1980,Female
NASAW00019375,27-05-1981,Male
NASAW00019376,26-10-1981,Female
NASAW00019377,25-08-1981,Male
NASAW00019378,30-10-1981,Male
NASAW00019379,22-05-1980,Female
NASAW00019380,07-01-1981,Male
NASAW00019381,11-07-1980,Female
NASAW00019382,23-04-1981,Male
NASAW00019383,31-08-1978,Male
NASAW00019384,05-03-1979,Male
NASAW00019385,20-01-1984,Female
NASAW00019386,23-12-1979,Male
NASAW00019387,22-09-1979,Female
NASAW00019388,24-01-1986,Male
NASAW00019389,13-11-1983,Male
NASAW00019390,01-04-1984,Male
NASAW00019391,31-03-1984,Male
NASAW00019392,16-08-1983,Male
NASAW00019393,17-05-1967,Male
NASAW00019394,14-12-1966,Male
NASAW00019395,29-11-1965,Male
NASAW00019396,08-09-1965,Female
NASAW00019397,24-08-1971,Male
NASAW00019398,08-04-1966,Male
NASAW00019399,09-04-1966,Male
NASAW00019400,07-09-1972,Male
NASAW00019401,09-12-1972,Male
NASAW00019402,18-12-1972,Male
NASAW00019403,01-12-1972,Female
NASAW00019404,12-02-1934,Female
NASAW00019405,17-08-1971,Female
NASAW00019406,05-10-1971,Female
NASAW00019407,05-08-1965,Female
NASAW00019408,20-07-1965,Female
NASAW00019409,08-08-1965,Female
NASAW00019410,03-08-1964,Female
NASAW00019411,29-09-1964,Female
NASAW00019412,26-03-1965,Male
NASAW00019413,04-03-1964,Male
NASAW00019414,20-10-1974,Female
NASAW00019415,10-06-1971,Male
NASAW00019416,20-07-1965,Female
NASAW00019417,06-04-1965,Female
NASAW00019418,08-12-1964,Male
NASAW00019419,19-02-1976,Female
NASAW00019420,16-12-1964,Male
NASAW00019421,08-03-1976,Male
NASAW00019422,18-05-1976,Female
NASAW00019423,04-02-1976,Female
NASAW00019424,12-01-1975,Male
NASAW00019425,25-02-1975,Male
NASAW00019426,12-12-1975,Male
NASAW00019427,09-09-1975,Male
NASAW00019428,23-04-1981,Male
NASAW00019429,04-03-1976,Male
NASAW00019430,10-01-1926,Female
NASAW00019431,16-02-1975,Female
NASAW00019432,09-09-1980,Male
NASAW00019433,01-06-1975,Female
NASAW00019434,18-07-1980,Male
NASAW00019435,16-07-1980,Male
NASAW00019436,31-03-1975,Male
NASAW00019437,21-05-1980,Female
NASAW00019438,16-09-1980,Female
NASAW00019439,11-09-1974,Male
NASAW00019440,23-12-1974,Female
NASAW00019441,17-07-1974,Male
NASAW00019442,21-10-1985,Male
NASAW00019443,30-09-1962,Male
NASAW00019444,31-08-1973,Female
NASAW00019445,07-08-1973,Female
NASAW00019446,06-10-1973,Female
NASAW00019447,20-12-1973,Female
NASAW00019448,03-09-1972,Female
NASAW00019449,10-02-1932,Male
NASAW00019450,17-08-1972,Male
NASAW00019451,20-03-1972,Male
NASAW00019452,17-12-1972,Male
NASAW00019453,07-05-1978,Female
NASAW00019454,13-02-1973,Male
NASAW00019455,29-11-1972,Male
NASAW00019456,23-01-1933,Male
NASAW00019457,16-01-1933,Female
NASAW00019458,21-04-1972,Male
NASAW00019459,24-03-1972,Female
NASAW00019460,11-12-1971,Male
NASAW00019461,19-04-1971,Female
NASAW00019462,13-10-1976,Female
NASAW00019463,20-05-1971,Female
NASAW00019464,08-05-1935,Male
NASAW00019465,02-09-1934,Female
NASAW00019466,20-07-1969,Female
NASAW00019467,09-10-1969,Female
NASAW00019468,04-08-1974,Male
NASAW00019469,13-08-1968,Female
NASAW00019470,09-09-1974,Female
NASAW00019471,30-10-1968,Male
NASAW00019472,08-02-1974,Female
NASAW00019473,22-08-1974,Male
NASAW00019474,03-04-1972,Female
NASAW00019475,31-08-1971,Female
NASAW00019476,21-10-1977,Female
NASAW00019477,19-02-1972,Male
NASAW00019478,23-06-1972,Female
NASAW00019479,04-06-1974,Female
NASAW00019480,07-10-1973,Female
NASAW00019481,11-05-1973,Male
NASAW00019482,17-12-1967,Male
NASAW00019483,30-03-1945,Female
NASAW00019484,26-08-1970,Male
NASAW00019485,02-05-1971,Male
NASAW00019486,25-09-1970,Female
NASAW00019487,11-01-1970,Male
NASAW00019488,10-12-1969,Female
NASAW00019489,05-08-1969,Female
NASAW00019490,16-05-1970,Female
NASAW00019491,08-12-1980,Male
NASAW00019492,15-04-1975,Male
NASAW00019493,09-11-1969,Female
NASAW00019494,16-09-1984,Male
NASAW00019495,31-10-1984,Male
NASAW00019496,08-07-1984,Male
NASAW00019497,23-10-1984,Male
NASAW00019498,02-08-1984,Female
NASAW00019499,22-05-1969,Male
NASAW00019500,13-05-1974,Male
NASAW00019501,07-05-1973,Female
NASAW00019502,30-01-1973,Female
NASAW00019503,23-09-1967,Female
NASAW00019504,10-02-1968,Male
NASAW00019505,09-09-1983,Male
NASAW00019506,11-12-1983,Female
NASAW00019507,10-06-1983,Male
NASAW00019508,30-04-1981,Male
NASAW00019509,18-07-1981,Female
NASAW00019510,16-11-1981,Female
NASAW00019511,16-11-1981,Male
NASAW00019512,08-01-1982,Male
NASAW00019513,02-06-1985,Male
NASAW00019514,16-11-1985,Female
NASAW00019515,13-02-1986,Female
NASAW00019516,08-07-1980,Female
NASAW00019517,21-03-1981,Male
NASAW00019518,09-07-1980,Male
NASAW00019519,17-04-1979,Female
NASAW00019520,17-02-1984,Female
NASAW00019521,22-09-1978,Female
NASAW00019522,12-08-1985,Male
NASAW00019523,23-08-1983,Female
NASAW00019524,03-08-1983,Female
NASAW00019525,21-11-1965,Female
NASAW00019526,31-12-1972,Female
NASAW00019527,12-06-1978,Male
NASAW00019528,10-11-1972,Female
NASAW00019529,05-08-1978,Female
NASAW00019530,31-12-1972,Female
NASAW00019531,04-04-1973,Male
NASAW00019532,31-07-1972,Female
NASAW00019533,02-10-1972,Female
NASAW00019534,21-12-1972,Male
NASAW00019535,18-01-1973,Male
NASAW00019536,07-11-1965,Female
NASAW00019537,02-10-1971,Female
NASAW00019538,07-10-1965,Male
NASAW00019539,26-03-1965,Female
NASAW00019540,01-04-1965,Female
NASAW00019541,05-09-1964,Female
NASAW00019542,17-01-1965,Male
NASAW00019543,07-01-1965,Male
NASAW00019544,04-09-1964,Female
NASAW00019545,14-10-1980,Male
NASAW00019546,07-12-1963,Male
NASAW00019547,11-08-1974,Female
NASAW00019548,16-04-1964,Female
NASAW00019549,18-02-1964,Male
NASAW00019550,06-10-1969,Male
NASAW00019551,29-01-1969,Male
NASAW00019552,03-07-1969,Female
NASAW00019553,03-04-1964,Female
NASAW00019554,02-10-1969,Male
NASAW00019555,21-07-1974,Male
NASAW00019556,31-12-1974,Female
NASAW00019557,08-03-1974,Female
NASAW00019558,05-09-1975,Female
NASAW00019559,13-12-1981,Male
NASAW00019560,23-04-1981,Male
NASAW00019561,17-11-1975,Male
NASAW00019562,22-03-1974,Female
NASAW00019563,15-04-1974,Female
NASAW00019564,12-12-1979,Male
NASAW00019565,02-08-1984,Female
NASAW00019566,04-08-1973,Male
NASAW00019567,10-12-1972,Female
NASAW00019568,06-03-1975,Female
NASAW00019569,09-12-1978,Female
NASAW00019570,10-11-1972,Female
NASAW00019571,09-08-1978,Female
NASAW00019572,17-04-1978,Female
NASAW00019573,10-11-1978,Female
NASAW00019574,10-08-1971,Female
NASAW00019575,20-02-1983,Male
NASAW00019576,20-07-1971,Female
NASAW00019577,16-08-1977,Male
NASAW00019578,11-02-1971,Male
NASAW00019579,24-02-1971,Female
NASAW00019580,04-03-1971,Male
NASAW00019581,08-08-1970,Male
NASAW00019582,25-03-1974,Female
NASAW00019583,12-11-1973,Male
NASAW00019584,05-05-1979,Male
NASAW00019585,14-05-1974,Female
NASAW00019586,04-12-1973,Male
NASAW00019587,25-12-1973,Female
NASAW00019588,01-01-1974,Male
NASAW00019589,07-03-1970,Male
NASAW00019590,16-09-1980,Male
NASAW00019591,31-08-1969,Male
NASAW00019592,21-02-1974,Female
NASAW00019593,12-04-1969,Female
NASAW00019594,14-02-1969,Female
NASAW00019595,12-09-1968,Male
NASAW00019596,07-05-1974,Male
NASAW00019597,20-03-1984,Male
NASAW00019598,05-12-1973,Female
NASAW00019599,01-02-1972,Male
NASAW00019600,11-02-1967,Female
NASAW00019601,17-07-1966,Male
NASAW00019602,09-10-1971,Male
NASAW00019603,18-05-1972,Female
NASAW00019604,05-03-1972,Female
NASAW00019605,24-11-1971,Male
NASAW00019606,20-11-1937,Male
NASAW00019607,21-08-1970,Male
NASAW00019608,23-04-1982,Male
NASAW00019609,20-12-1969,Female
NASAW00019610,19-06-1970,Female
NASAW00019611,13-04-1969,Female
NASAW00019612,22-02-1974,Male
NASAW00019613,15-03-1980,Male
NASAW00019614,31-01-1969,Male
NASAW00019615,29-11-1973,Male
NASAW00019616,02-12-1967,Female
NASAW00019617,12-03-1973,Male
NASAW00019618,07-11-1967,Male
NASAW00019619,10-05-1968,Male
NASAW00019620,12-11-1972,Male
NASAW00019621,04-12-1963,Female
NASAW00019622,24-06-1964,Male
NASAW00019623,09-05-1964,Female
NASAW00019624,09-07-1962,Male
NASAW00019625,12-09-1973,Male
NASAW00019626,05-10-1971,Male
NASAW00019627,03-08-1965,Female
NASAW00019628,07-05-1962,Female
NASAW00019629,13-08-1961,Female
NASAW00019630,13-03-1962,Female
NASAW00019631,22-03-1964,Male
NASAW00019632,22-04-1955,Male
NASAW00019633,21-02-1982,Female
NASAW00019634,08-10-1980,Male
NASAW00019635,27-04-1982,Female
NASAW00019636,17-05-1982,Female
NASAW00019637,04-01-1982,Male
NASAW00019638,25-04-1986,Female
NASAW00019639,12-09-1985,Male
NASAW00019640,17-03-1986,Male
NASAW00019641,18-09-1985,Male
NASAW00019642,05-09-1984,Female
NASAW00019643,21-06-1984,Female
NASAW00019644,20-03-1983,Female
NASAW00019645,18-07-1982,Male
NASAW00019646,01-01-1985,Male
NASAW00019647,16-04-1985,Female
NASAW00019648,02-04-1985,Female
NASAW00019649,22-02-1985,Female
NASAW00019650,24-10-1944,Female
NASAW00019651,13-05-1945,Male
NASAW00019652,15-05-1948,Male
NASAW00019653,12-09-1947,Female
NASAW00019654,15-10-1981,Male
NASAW00019655,14-05-1982,Female
NASAW00019656,20-02-1980,Female
NASAW00019657,19-09-1977,Female
NASAW00019658,02-10-1973,Male
NASAW00019659,18-11-1974,Male
NASAW00019660,03-08-1968,Male
NASAW00019661,24-08-1973,Male
NASAW00019662,17-05-1979,Female
NASAW00019663,11-05-1985,Male
NASAW00019664,14-07-1979,Male
NASAW00019665,10-10-1973,Male
NASAW00019666,05-06-1950,Female
NASAW00019667,14-01-1950,Male
NASAW00019668,10-04-1984,Male
NASAW00019669,25-10-1983,Female
NASAW00019670,13-09-1983,Male
NASAW00019671,30-12-1983,Male
NASAW00019672,14-12-1950,Female
NASAW00019673,13-08-1950,Male
NASAW00019674,27-03-1951,Female
NASAW00019675,07-09-1951,Male
NASAW00019676,14-03-1952,Female
NASAW00019677,15-11-1957,Male
NASAW00019678,03-02-1977,Male
NASAW00019679,07-03-1982,Male
NASAW00019680,01-06-1977,Female
NASAW00019681,06-09-1983,Female
NASAW00019682,04-02-1978,Male
NASAW00019683,06-07-1977,Male
NASAW00019684,31-08-1975,Female
NASAW00019685,13-09-1969,Female
NASAW00019686,19-12-1969,Male
NASAW00019687,29-11-1969,Male
NASAW00019688,11-08-1961,Male
NASAW00019689,08-09-1961,Female
NASAW00019690,18-05-1945,Male
NASAW00019691,31-08-1968,Female
NASAW00019692,14-05-1969,Male
NASAW00019693,26-06-1968,Female
NASAW00019694,13-03-1968,Female
NASAW00019695,14-12-1973,Male
NASAW00019696,09-08-1967,Male
NASAW00019697,25-11-1967,Female
NASAW00019698,30-10-1967,Female
NASAW00019699,08-05-1972,Female
NASAW00019700,09-07-1972,Male
NASAW00019701,18-12-1960,Female
NASAW00019702,31-03-1961,Male
NASAW00019703,31-03-1961,Female
NASAW00019704,23-12-1960,Male
NASAW00019705,29-08-1960,Female
NASAW00019706,10-04-1961,Male
NASAW00019707,19-07-1965,Male
NASAW00019708,08-03-1941,Female
NASAW00019709,17-11-1941,Male
NASAW00019710,06-04-1966,Female
NASAW00019711,25-05-1966,Male
NASAW00019712,23-05-1966,Male
NASAW00019713,05-08-1971,Female
NASAW00019714,24-03-1971,Female
NASAW00019715,05-12-1965,Male
NASAW00019716,22-04-1965,Male
NASAW00019717,02-08-1965,Male
NASAW00019718,10-11-1959,Female
NASAW00019719,16-02-1964,Male
NASAW00019720,21-03-1959,Female
NASAW00019721,10-10-1958,Male
NASAW00019722,09-09-1964,Male
NASAW00019723,05-08-1964,Female
NASAW00019724,08-03-1964,Male
NASAW00019725,03-04-1958,Female
NASAW00019726,01-10-1942,Male
NASAW00019727,21-09-1953,Female
NASAW00019728,09-04-1944,Male
NASAW00019729,30-10-1943,Female
NASAW00019730,18-02-1944,Male
NASAW00019731,19-12-1943,Male
NASAW00019732,14-05-1950,Male
NASAW00019733,19-04-1945,Female
NASAW00019734,08-12-1944,Female
NASAW00019735,12-04-1945,Female
NASAW00019736,27-08-1945,Female
NASAW00019737,16-08-1951,Female
NASAW00019738,22-01-1946,Male
NASAW00019739,01-08-1945,Male
NASAW00019740,21-05-1946,Female
NASAW00019741,21-05-1946,Female
NASAW00019742,09-12-1946,Female
NASAW00019743,07-02-1947,Female
NASAW00019744,31-01-1947,Female
NASAW00019745,14-09-1952,Female
NASAW00019746,17-08-1952,Female
NASAW00019747,17-06-1948,Male
NASAW00019748,19-12-1951,Male
NASAW00019749,15-03-1984,Female
NASAW00019750,03-12-1982,Male
NASAW00019751,03-01-1983,Female
NASAW00019752,23-09-1959,Female
NASAW00019753,18-11-1953,Female
NASAW00019754,19-01-1983,Male
NASAW00019755,22-12-1982,Female
NASAW00019756,31-01-1983,Male
NASAW00019757,06-11-1981,Female
NASAW00019758,24-06-1982,Male
NASAW00019759,04-10-1981,Female
NASAW00019760,30-10-1981,Female
NASAW00019761,09-12-1955,Male
NASAW00019762,20-06-1961,Male
NASAW00019763,05-10-1961,Male
NASAW00019764,15-10-1956,Male
NASAW00019765,15-03-1957,Male
NASAW00019766,29-01-1957,Male
NASAW00019767,13-08-1985,Male
NASAW00019768,15-04-1986,Male
NASAW00019769,24-01-1986,Female
NASAW00019770,19-02-1963,Female
NASAW00019771,08-01-1958,Female
NASAW00019772,06-05-1965,Male
NASAW00019773,08-09-1959,Male
NASAW00019774,06-05-1981,Female
NASAW00019775,23-10-1980,Female
NASAW00019776,18-11-1980,Female
NASAW00019777,15-05-1986,Male
NASAW00019778,12-02-1981,Female
NASAW00019779,10-07-1978,Female
NASAW00019780,10-06-1979,Female
NASAW00019781,30-09-1981,Female
NASAW00019782,15-10-1960,Male
NASAW00019783,04-05-1966,Male
NASAW00019784,17-03-1961,Female
NASAW00019785,09-07-1966,Female
NASAW00019786,25-01-1962,Female
NASAW00019787,26-12-1961,Male
NASAW00019788,15-06-1967,Female
NASAW00019789,08-10-1961,Female
NASAW00019790,25-04-1962,Female
NASAW00019791,06-10-1961,Male
NASAW00019792,23-02-1963,Female
NASAW00019793,19-11-1962,Female
NASAW00019794,08-11-1968,Male
NASAW00019795,13-07-1963,Male
NASAW00019796,12-05-1964,Male
NASAW00019797,23-05-1964,Male
NASAW00019798,06-05-1970,Female
NASAW00019799,15-12-1978,Male
NASAW00019800,10-09-1978,Female
NASAW00019801,04-10-1985,Male
NASAW00019802,10-01-1980,Female
NASAW00019803,04-10-1985,Male
NASAW00019804,13-08-1985,Male
NASAW00019805,02-08-1985,Female
NASAW00019806,22-08-1979,Female
NASAW00019807,21-10-1964,Female
NASAW00019808,26-07-1971,Female
NASAW00019809,20-10-1977,Male
NASAW00019810,14-04-1963,Male
NASAW00019811,21-04-1963,Male
NASAW00019812,13-08-1968,Female
NASAW00019813,16-07-1962,Female
NASAW00019814,12-08-1962,Male
NASAW00019815,06-10-1962,Male
NASAW00019816,15-11-1968,Male
NASAW00019817,05-08-1967,Female
NASAW00019818,17-07-1961,Female
NASAW00019819,09-11-1961,Male
NASAW00019820,31-08-1961,Female
NASAW00019821,08-12-1972,Female
NASAW00019822,24-01-1976,Male
NASAW00019823,26-04-1971,Female
NASAW00019824,13-11-1970,Male
NASAW00019825,13-08-1970,Male
NASAW00019826,02-08-1975,Male
NASAW00019827,08-03-1975,Male
NASAW00019828,05-07-1969,Female
NASAW00019829,02-03-1969,Male
NASAW00019830,20-12-1973,Female
NASAW00019831,20-02-1968,Male
NASAW00019832,21-05-1978,Female
NASAW00019833,22-08-1947,Female
NASAW00019834,02-02-1948,Male
NASAW00019835,09-07-1947,Female
NASAW00019836,02-02-1948,Male
NASAW00019837,04-09-1958,Male
NASAW00019838,16-04-1948,Male
NASAW00019839,19-01-1949,Female
NASAW00019840,10-03-1949,Female
NASAW00019841,30-09-1954,Female
NASAW00019842,29-10-1948,Female
NASAW00019843,16-06-1954,Male
NASAW00019844,02-03-1949,Female
NASAW00019845,07-08-1948,Male
NASAW00019846,20-04-1949,Male
NASAW00019847,25-08-1948,Male
NASAW00019848,12-08-1948,Male
NASAW00019849,12-04-1955,Male
NASAW00019850,14-01-1950,Male
NASAW00019851,02-12-1950,Male
NASAW00019852,22-04-1951,Male
NASAW00019853,09-08-1957,Male
NASAW00019854,15-04-1952,Female
NASAW00019855,22-02-1957,Male
NASAW00019856,14-12-1951,Female
NASAW00019857,12-03-1952,Female
NASAW00019858,21-04-1952,Female
NASAW00019859,08-01-1952,Female
NASAW00019860,11-04-1953,Female
NASAW00019861,03-03-1953,Female
NASAW00019862,07-02-1954,Female
NASAW00019863,13-03-1954,Female
NASAW00019864,16-06-1954,Male
NASAW00019865,04-08-1953,Female
NASAW00019866,15-12-1953,Male
NASAW00019867,19-06-1954,Male
NASAW00019868,23-06-1954,Male
NASAW00019869,18-11-1953,Female
NASAW00019870,13-10-1960,Male
NASAW00019871,13-03-1960,Male
NASAW00019872,19-09-1966,Female
NASAW00019873,31-01-1956,Male
NASAW00019874,19-09-1966,Female
NASAW00019875,16-11-1955,Male
NASAW00019876,11-12-1955,Male
NASAW00019877,19-04-1961,Male
NASAW00019878,24-01-1956,Female
NASAW00019879,14-11-1955,Male
NASAW00019880,13-11-1955,Female
NASAW00019881,19-10-1955,Male
NASAW00019882,21-12-1955,Male
NASAW00019883,16-04-1956,Male
NASAW00019884,05-04-1962,Male
NASAW00019885,21-03-1957,Male
NASAW00019886,29-01-1957,Male
NASAW00019887,16-06-1957,Female
NASAW00019888,02-07-1956,Male
NASAW00019889,19-12-1957,Female
NASAW00019890,19-08-1963,Male
NASAW00019891,16-05-1958,Female
NASAW00019892,20-11-1957,Male
NASAW00019893,18-02-1963,Male
NASAW00019894,10-01-1958,Male
NASAW00019895,19-02-1963,Male
NASAW00019896,12-02-1963,Female
NASAW00019897,05-10-1958,Female
NASAW00019898,07-11-1963,Female
NASAW00019899,12-09-1973,Male
NASAW00019900,08-08-1962,Female
NASAW00019901,19-10-1968,Male
NASAW00019902,12-03-1962,Male
NASAW00019903,03-06-1962,Male
NASAW00019904,11-09-1961,Female
NASAW00019905,18-10-1967,Female
NASAW00019906,31-10-1961,Male
NASAW00019907,03-04-1961,Male
NASAW00019908,04-01-1961,Female
NASAW00019909,05-09-1960,Male
NASAW00019910,01-12-1960,Male
NASAW00019911,15-01-1961,Female
NASAW00019912,24-05-1977,Female
NASAW00019913,03-12-1949,Female
NASAW00019914,25-10-1949,Male
NASAW00019915,20-03-1950,Female
NASAW00019916,05-06-1950,Female
NASAW00019917,04-02-1955,Female
NASAW00019918,17-10-1949,Female
NASAW00019919,17-07-1956,Female
NASAW00019920,07-10-1951,Female
NASAW00019921,01-02-1957,Female
NASAW00019922,23-04-1960,Female
NASAW00019923,02-05-1960,Male
NASAW00019924,16-04-1965,Male
NASAW00019925,13-05-1960,Female
NASAW00019926,03-11-1959,Female
NASAW00019927,23-01-1960,Male
NASAW00019928,31-05-1965,Female
NASAW00019929,12-09-1964,Male
NASAW00019930,03-02-1959,Male
NASAW00019931,18-11-1964,Male
NASAW00019932,18-01-1969,Male
NASAW00019933,12-02-1963,Female
NASAW00019934,24-12-1956,Male
NASAW00019935,20-06-1957,Male
NASAW00019936,08-09-1961,Male
NASAW00019937,18-06-1956,Male
NASAW00019938,24-01-1956,Female
NASAW00019939,02-02-1956,Male
NASAW00019940,08-02-1971,Female
NASAW00019941,08-09-1954,Male
NASAW00019942,04-08-1960,Male
NASAW00019943,26-08-1953,Male
NASAW00019944,07-02-1954,Male
NASAW00019945,19-12-1952,Male
NASAW00019946,06-12-1952,Female
NASAW00019947,22-05-1986,Male
NASAW00019948,20-04-1981,Female
NASAW00019949,25-06-1982,Female
NASAW00019950,10-07-1981,Male
NASAW00019951,23-01-1982,Male
NASAW00019952,24-09-1980,Female
NASAW00019953,23-08-1979,Male
NASAW00019954,31-01-1980,Male
NASAW00019955,08-05-1984,Male
NASAW00019956,20-12-1984,Female
NASAW00019957,16-09-1979,Male
NASAW00019958,02-12-1984,Female
NASAW00019959,07-03-1984,Female
NASAW00019960,02-08-1978,Male
NASAW00019961,04-08-1977,Female
NASAW00019962,07-04-1979,Male
NASAW00019963,20-05-1979,Male
NASAW00019964,09-12-1978,Female
NASAW00019965,13-05-1979,Male
NASAW00019966,20-07-1983,Female
NASAW00019967,29-10-1983,Male
NASAW00019968,25-07-1983,Female
NASAW00019969,21-03-1982,Male
NASAW00019970,08-05-1978,Female
NASAW00019971,01-01-1977,Male
NASAW00019972,13-11-1982,Female
NASAW00019973,11-10-1981,Male
NASAW00019974,10-02-1976,Male
NASAW00019975,15-03-1976,Female
NASAW00019976,05-10-1975,Female
NASAW00019977,08-04-1976,Female
NASAW00019978,25-10-1976,Male
NASAW00019979,22-06-1977,Female
NASAW00019980,31-01-1970,Female
NASAW00019981,15-09-1977,Female
NASAW00019982,21-07-1977,Male
NASAW00019983,17-11-1975,Male
NASAW00019984,05-12-1975,Female
NASAW00019985,24-03-1975,Female
NASAW00019986,09-07-1980,Female
NASAW00019987,15-01-1977,Female
